region,drug_name,drug_category,items_prescribed,cost,deprivation_score,shortage_incidents,pharmacy_density,year
Stoke-on-Trent,Metformin,General Medicine,50,3645.26,22,213,1.22,2023
Newcastle-under-Lyme,Citalopram,Mental Health,190,1300.54,18,89,2.19,2022
East Staffordshire,Bisoprolol,Cardiovascular,82,,19,182,1.97,2024
Stafford and Surroundings,Losartan,Cardiovascular,504,887.01,22,92,1.95,2023
Stafford and Surroundings,Clopidogrel,Cardiovascular,272,3678.83,13,127,1.23,2024
Stoke-on-Trent,Olanzapine,Mental Health,228,213.01,13,116,2.38,2024
Stafford and Surroundings,Nitrofurantoin,Antibiotics,220,4954.59,16,85,1.66,2024
Stoke-on-Trent,Olanzapine,Mental Health,391,3611.37,19,129,1.8,2022
Stafford and Surroundings,Amoxicillin,Antibiotics,84,1919.3,16,101,1.82,2024
Stoke-on-Trent,Aspirin,General Medicine,331,4617.15,12,96,2.27,2024
Stoke-on-Trent,Methotrexate,General Medicine,214,1323.87,28,129,1.94,2023
East Staffordshire,Levothyroxine,General Medicine,268,2236.15,18,213,1.95,2022
Stafford and Surroundings,Simvastatin,Cardiovascular,116,3014.56,18,196,1.73,2022
Stoke-on-Trent,Sertraline,Mental Health,504,2038.79,24,173,2.38,2024
Cannock Chase,Paracetamol,General Medicine,359,4571.88,26,67,1.86,2024
Stafford and Surroundings,Diazepam,Mental Health,187,3234.95,15,118,2.36,2024
Stafford and Surroundings,Morphine Sulfate,General Medicine,59,1369.08,24,76,2.03,2024
Newcastle-under-Lyme,Olanzapine,Mental Health,350,3283.35,23,82,2.39,2022
East Staffordshire,Metformin,General Medicine,145,3831.1,17,155,1.56,2023
Stafford and Surroundings,Morphine Sulfate,General Medicine,470,4340.34,13,208,2.06,2024
Stoke-on-Trent,Nitrofurantoin,Antibiotics,249,4830.68,27,86,2.4,2022
Cannock Chase,Pregabalin,General Medicine,345,393.53,20,117,1.7,2023
East Staffordshire,Paracetamol,General Medicine,465,418.45,13,148,1.62,2024
Stafford and Surroundings,Naproxen,General Medicine,584,3801.18,23,44,2.48,2023
Stafford and Surroundings,Naproxen,General Medicine,166,1227.36,13,72,1.34,2023
Cannock Chase,Hydrocortisone,General Medicine,262,3418.01,12,107,2.06,2024
Newcastle-under-Lyme,Lansoprazole,General Medicine,565,2306.05,14,209,1.67,2022
Cannock Chase,Tramadol,General Medicine,104,1718.61,25,172,2.48,2022
Newcastle-under-Lyme,Prednisolone,General Medicine,270,2103.18,27,91,1.94,2022
Cannock Chase,Fluoxetine,Mental Health,541,1341.46,24,111,1.26,2023
East Staffordshire,Fluoxetine,Mental Health,129,1024.83,11,175,1.64,2024
Stafford and Surroundings,Sertraline,Mental Health,286,2202.94,21,118,2.05,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,549,2371.66,15,153,2.3,2024
Stafford and Surroundings,Amoxicillin,Antibiotics,586,279.97,19,55,1.95,2024
Cannock Chase,Sertraline,Mental Health,365,2097.47,29,114,1.65,2023
Cannock Chase,Nitrofurantoin,Antibiotics,77,2186.33,16,116,1.73,2024
Newcastle-under-Lyme,Montelukast,General Medicine,347,1863.55,15,95,2.3,2024
Stafford and Surroundings,Codeine,General Medicine,355,4135.03,14,107,1.78,2024
Newcastle-under-Lyme,Codeine,General Medicine,534,1551.88,29,210,1.87,2024
Stafford and Surroundings,Pregabalin,General Medicine,108,349.76,10,142,1.93,2023
Newcastle-under-Lyme,Azithromycin,Antibiotics,486,2515.62,25,133,2.11,2024
East Staffordshire,Insulin Glargine,General Medicine,576,4796.74,20,79,2.04,2023
East Staffordshire,Lansoprazole,General Medicine,106,2813.4,13,203,1.7,2022
Cannock Chase,Aspirin,General Medicine,302,338.85,25,204,1.88,2022
East Staffordshire,Hydrocortisone,General Medicine,107,1744.17,26,125,1.72,2022
Newcastle-under-Lyme,Ramipril,Cardiovascular,151,3911.67,26,186,2.13,2024
Newcastle-under-Lyme,Codeine,General Medicine,80,2752.38,20,138,2.45,2023
Newcastle-under-Lyme,Diazepam,Mental Health,245,2874.44,24,45,1.76,2023
Cannock Chase,Naproxen,General Medicine,465,4770.59,17,68,1.78,2023
Stoke-on-Trent,Naproxen,General Medicine,67,2714.59,22,82,1.25,2022
Cannock Chase,Ibuprofen,General Medicine,83,4263.17,28,200,1.84,2023
Stafford and Surroundings,Bisoprolol,Cardiovascular,307,3692.78,13,164,2.14,2024
East Staffordshire,Pregabalin,General Medicine,354,4581.99,16,133,2.49,2023
Newcastle-under-Lyme,Citalopram,Mental Health,137,412.77,16,133,1.62,2023
Newcastle-under-Lyme,Methotrexate,General Medicine,466,2215.73,18,170,1.36,2024
Cannock Chase,Co-codamol,General Medicine,69,3448.33,26,129,1.33,2022
East Staffordshire,Metformin,General Medicine,553,2523.06,23,119,1.78,2022
Cannock Chase,Montelukast,General Medicine,444,,13,45,1.41,2022
Cannock Chase,Hydrocortisone,General Medicine,256,2901.42,24,132,2.47,2023
East Staffordshire,Paracetamol,General Medicine,446,928.43,26,114,2.32,2022
Stoke-on-Trent,Azithromycin,Antibiotics,467,3496.3,16,174,2.16,2024
Stoke-on-Trent,Simvastatin,Cardiovascular,383,4818.24,17,92,1.77,2022
Newcastle-under-Lyme,Naproxen,General Medicine,155,3938.77,20,167,2.49,2023
Newcastle-under-Lyme,Ibuprofen,General Medicine,339,729.9,16,120,1.57,2022
Stoke-on-Trent,Montelukast,General Medicine,249,1853.2,18,112,2.08,2023
Stoke-on-Trent,Simvastatin,Cardiovascular,409,2568.72,10,70,1.21,2023
Cannock Chase,Quetiapine,Mental Health,332,2101.89,11,113,2.5,2024
Stoke-on-Trent,Atorvastatin,Cardiovascular,512,4192.6,23,76,1.62,2024
Newcastle-under-Lyme,Nitrofurantoin,Antibiotics,314,384.95,27,171,1.64,2024
Newcastle-under-Lyme,Azithromycin,Antibiotics,236,173.15,13,88,2.14,2024
Newcastle-under-Lyme,Ramipril,Cardiovascular,162,2720.46,22,205,1.97,2023
Stoke-on-Trent,Citalopram,Mental Health,113,4518.06,21,157,1.78,2022
Stoke-on-Trent,Fluoxetine,Mental Health,441,2302.24,16,145,2.26,2022
Stoke-on-Trent,Bisoprolol,Cardiovascular,243,238.33,21,66,1.94,2022
East Staffordshire,Levothyroxine,General Medicine,143,1289.86,26,111,1.58,2023
Newcastle-under-Lyme,Nitrofurantoin,Antibiotics,351,1776.49,20,213,1.68,2022
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,58,2170.41,29,188,2.09,2023
Stafford and Surroundings,Metformin,General Medicine,103,4394.4,16,107,2.07,2022
East Staffordshire,Levothyroxine,General Medicine,461,4750.97,19,96,1.78,2024
Cannock Chase,Omeprazole,General Medicine,121,3579.51,11,207,1.7,2024
Cannock Chase,Simvastatin,Cardiovascular,183,4033.09,10,170,1.71,2022
Cannock Chase,Insulin Glargine,General Medicine,100,,16,193,1.64,2023
Cannock Chase,Gabapentin,General Medicine,426,3609.84,10,124,1.72,2023
East Staffordshire,Salbutamol,General Medicine,461,3147.56,13,198,1.62,2022
Stafford and Surroundings,Co-codamol,General Medicine,508,,24,64,1.36,2023
Newcastle-under-Lyme,Hydrocortisone,General Medicine,246,779.82,22,131,1.86,2024
Stoke-on-Trent,Sertraline,Mental Health,57,4668.52,11,140,2.36,2023
East Staffordshire,Tramadol,General Medicine,465,3101.35,21,118,2.41,2022
Stafford and Surroundings,Aspirin,General Medicine,499,4041.04,17,198,1.76,2023
Cannock Chase,Montelukast,General Medicine,66,,13,161,2.36,2023
Cannock Chase,Cetirizine,General Medicine,352,1871.62,20,88,2.2,2024
Stafford and Surroundings,Montelukast,General Medicine,430,,25,202,1.33,2022
Cannock Chase,Quetiapine,Mental Health,445,1481.28,17,101,1.34,2024
Stafford and Surroundings,Lansoprazole,General Medicine,579,4994.25,21,206,2.18,2023
Newcastle-under-Lyme,Metformin,General Medicine,318,152.62,21,74,2.06,2024
Stafford and Surroundings,Diazepam,Mental Health,587,1756.18,25,215,1.63,2023
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,374,2491.1,27,43,2.3,2023
Stafford and Surroundings,Furosemide,Cardiovascular,305,3362.45,18,179,2.32,2022
East Staffordshire,Methotrexate,General Medicine,321,1270.37,29,77,1.94,2023
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,425,1333.1,18,71,2.5,2023
East Staffordshire,Pregabalin,General Medicine,350,3658.59,17,95,1.86,2022
Cannock Chase,Montelukast,General Medicine,341,3397.05,24,106,1.27,2022
Stoke-on-Trent,Prednisolone,General Medicine,563,201.74,21,44,2.24,2022
East Staffordshire,Furosemide,Cardiovascular,400,3899.53,24,146,1.44,2023
Stoke-on-Trent,Sertraline,Mental Health,276,2870.7,20,66,1.75,2022
Stoke-on-Trent,Tramadol,General Medicine,447,1044.67,22,63,1.89,2024
Cannock Chase,Insulin Glargine,General Medicine,419,3478.45,29,216,2.11,2024
Cannock Chase,Citalopram,Mental Health,359,3486.77,12,49,2.33,2022
Cannock Chase,Tramadol,General Medicine,313,116.48,26,115,1.94,2023
Cannock Chase,Codeine,General Medicine,167,1630.75,14,77,1.58,2022
Stoke-on-Trent,Amlodipine,Cardiovascular,463,,25,40,2.0,2022
East Staffordshire,Methotrexate,General Medicine,89,2564.84,13,164,2.43,2022
Stoke-on-Trent,Omeprazole,General Medicine,573,2104.81,22,102,1.55,2023
Cannock Chase,Codeine,General Medicine,341,2929.92,27,117,1.98,2024
East Staffordshire,Codeine,General Medicine,125,2810.5,27,139,1.2,2022
Stafford and Surroundings,Diazepam,Mental Health,555,219.03,27,135,1.56,2023
Cannock Chase,Sertraline,Mental Health,252,2239.49,23,127,2.07,2024
Newcastle-under-Lyme,Montelukast,General Medicine,340,2392.17,14,94,1.83,2022
Cannock Chase,Salbutamol,General Medicine,336,1950.38,17,111,2.11,2024
Stoke-on-Trent,Ibuprofen,General Medicine,245,3574.77,16,136,1.63,2023
Stoke-on-Trent,Hydrocortisone,General Medicine,381,2969.64,29,179,1.68,2023
Stoke-on-Trent,Prednisolone,General Medicine,70,2188.12,24,190,1.68,2023
Stafford and Surroundings,Gabapentin,General Medicine,392,3833.62,23,196,1.42,2024
East Staffordshire,Paracetamol,General Medicine,532,1284.03,26,71,1.94,2023
Stoke-on-Trent,Codeine,General Medicine,485,3476.46,17,206,2.21,2022
East Staffordshire,Bisoprolol,Cardiovascular,532,2536.55,14,202,2.01,2022
Stoke-on-Trent,Prednisolone,General Medicine,220,4737.89,18,156,2.2,2022
Newcastle-under-Lyme,Montelukast,General Medicine,270,3081.01,27,212,1.58,2023
Stafford and Surroundings,Warfarin,Cardiovascular,311,716.9,15,69,1.2,2022
East Staffordshire,Azithromycin,Antibiotics,102,3434.04,13,46,2.27,2022
Newcastle-under-Lyme,Codeine,General Medicine,196,2764.57,17,174,1.7,2024
Stafford and Surroundings,Simvastatin,Cardiovascular,350,4453.9,10,131,1.49,2024
East Staffordshire,Tramadol,General Medicine,158,2987.24,27,94,1.31,2024
Newcastle-under-Lyme,Warfarin,Cardiovascular,233,801.45,21,209,1.35,2024
Newcastle-under-Lyme,Ibuprofen,General Medicine,366,2107.76,28,209,2.11,2022
Stafford and Surroundings,Omeprazole,General Medicine,96,515.0,25,45,1.43,2024
Stafford and Surroundings,Sertraline,Mental Health,518,131.25,20,166,2.19,2023
Stoke-on-Trent,Citalopram,Mental Health,515,947.02,27,146,2.37,2024
Stafford and Surroundings,Levothyroxine,General Medicine,182,,23,64,2.36,2024
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,461,710.04,12,157,1.87,2024
Stafford and Surroundings,Simvastatin,Cardiovascular,355,404.89,25,164,1.45,2023
Stoke-on-Trent,Metformin,General Medicine,305,4910.9,26,169,1.86,2024
Stoke-on-Trent,Nitrofurantoin,Antibiotics,331,4520.46,20,126,2.4,2022
Newcastle-under-Lyme,Olanzapine,Mental Health,268,2996.13,14,182,2.36,2024
Cannock Chase,Aspirin,General Medicine,551,1448.12,26,85,1.88,2023
Cannock Chase,Naproxen,General Medicine,481,2919.37,12,160,1.56,2024
East Staffordshire,Prednisolone,General Medicine,530,2371.16,18,56,2.24,2022
East Staffordshire,Bisoprolol,Cardiovascular,254,2606.17,15,65,1.3,2023
East Staffordshire,Amlodipine,Cardiovascular,587,1476.01,16,76,1.37,2023
Newcastle-under-Lyme,Morphine Sulfate,General Medicine,268,4094.21,26,75,1.23,2022
Cannock Chase,Atorvastatin,Cardiovascular,75,2266.21,24,167,2.07,2023
Newcastle-under-Lyme,Diazepam,Mental Health,173,4746.39,26,180,2.19,2024
Stoke-on-Trent,Naproxen,General Medicine,415,2514.05,21,182,1.42,2023
East Staffordshire,Paracetamol,General Medicine,327,1004.11,26,218,2.12,2022
East Staffordshire,Azithromycin,Antibiotics,232,,18,143,1.57,2023
Newcastle-under-Lyme,Nitrofurantoin,Antibiotics,136,230.95,27,120,2.07,2024
Stafford and Surroundings,Hydrocortisone,General Medicine,218,1988.58,17,189,1.35,2023
East Staffordshire,Warfarin,Cardiovascular,577,3802.97,23,155,1.46,2022
Stafford and Surroundings,Paracetamol,General Medicine,410,587.72,17,78,2.36,2024
Cannock Chase,Atorvastatin,Cardiovascular,396,3292.32,26,123,2.05,2023
Newcastle-under-Lyme,Montelukast,General Medicine,577,4538.15,28,55,2.17,2023
Newcastle-under-Lyme,Codeine,General Medicine,242,2191.53,20,165,2.06,2023
East Staffordshire,Hydrocortisone,General Medicine,461,443.42,17,139,2.22,2024
Newcastle-under-Lyme,Co-codamol,General Medicine,248,3513.0,15,118,1.81,2023
Stafford and Surroundings,Codeine,General Medicine,552,177.03,13,51,2.17,2023
Stoke-on-Trent,Codeine,General Medicine,196,2927.03,10,52,1.23,2023
Stoke-on-Trent,Cetirizine,General Medicine,371,3215.9,13,64,2.27,2024
Cannock Chase,Naproxen,General Medicine,558,1570.89,29,54,1.28,2024
Stoke-on-Trent,Doxycycline,Antibiotics,587,4748.67,29,189,2.36,2022
Cannock Chase,Tramadol,General Medicine,78,2688.63,28,112,2.28,2023
Cannock Chase,Azithromycin,Antibiotics,136,4536.76,16,111,1.43,2023
Stafford and Surroundings,Bisoprolol,Cardiovascular,296,4241.15,24,200,2.36,2022
East Staffordshire,Co-codamol,General Medicine,479,1293.38,20,83,1.45,2024
Stafford and Surroundings,Clopidogrel,Cardiovascular,281,3106.63,15,102,2.08,2024
Newcastle-under-Lyme,Azithromycin,Antibiotics,499,2675.16,20,84,2.3,2024
Stafford and Surroundings,Clopidogrel,Cardiovascular,323,,20,142,1.96,2023
Stafford and Surroundings,Ramipril,Cardiovascular,71,1647.38,14,174,2.35,2022
Stafford and Surroundings,Paracetamol,General Medicine,553,4309.92,22,212,2.16,2024
Newcastle-under-Lyme,Fluoxetine,Mental Health,504,226.92,11,217,1.51,2024
East Staffordshire,Naproxen,General Medicine,535,4525.73,21,170,2.03,2024
East Staffordshire,Co-codamol,General Medicine,584,3936.74,20,155,1.6,2024
East Staffordshire,Simvastatin,Cardiovascular,241,2128.16,27,62,1.96,2024
Cannock Chase,Ramipril,Cardiovascular,157,4325.47,21,61,2.27,2022
Stoke-on-Trent,Bisoprolol,Cardiovascular,456,1993.89,19,69,1.57,2023
Cannock Chase,Lansoprazole,General Medicine,352,4404.71,21,128,1.4,2023
Newcastle-under-Lyme,Clopidogrel,Cardiovascular,494,3382.18,16,111,1.89,2024
Cannock Chase,Methotrexate,General Medicine,141,116.87,29,155,2.02,2022
Stafford and Surroundings,Methotrexate,General Medicine,139,4746.21,15,176,2.4,2024
East Staffordshire,Paracetamol,General Medicine,539,2976.1,14,190,1.73,2024
Newcastle-under-Lyme,Levothyroxine,General Medicine,516,4986.99,12,53,1.56,2023
Cannock Chase,Aspirin,General Medicine,266,1211.55,18,188,1.75,2022
Stafford and Surroundings,Furosemide,Cardiovascular,585,3877.94,14,125,2.12,2024
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,399,,18,123,1.25,2023
Stafford and Surroundings,Cetirizine,General Medicine,536,3614.63,26,51,2.19,2023
Stoke-on-Trent,Morphine Sulfate,General Medicine,144,4750.75,10,114,2.0,2022
East Staffordshire,Sertraline,Mental Health,414,1972.87,22,162,1.36,2022
East Staffordshire,Pregabalin,General Medicine,496,2251.11,11,84,1.81,2023
Cannock Chase,Amoxicillin,Antibiotics,186,1768.7,27,95,1.57,2023
Stoke-on-Trent,Montelukast,General Medicine,50,4379.37,23,121,1.21,2023
Stafford and Surroundings,Amlodipine,Cardiovascular,122,3036.94,14,130,1.98,2023
Stafford and Surroundings,Atorvastatin,Cardiovascular,186,4918.73,20,187,1.37,2024
East Staffordshire,Codeine,General Medicine,311,1457.12,12,104,1.55,2023
Cannock Chase,Aspirin,General Medicine,375,2320.55,26,134,1.55,2024
Stafford and Surroundings,Diazepam,Mental Health,216,,21,178,2.4,2022
Cannock Chase,Metformin,General Medicine,265,,23,55,2.27,2024
Cannock Chase,Bisoprolol,Cardiovascular,142,1197.35,14,81,1.47,2024
Cannock Chase,Ramipril,Cardiovascular,577,3939.68,18,183,2.06,2024
Cannock Chase,Clopidogrel,Cardiovascular,501,3318.12,15,63,2.23,2023
Newcastle-under-Lyme,Olanzapine,Mental Health,67,4746.0,21,181,2.25,2022
East Staffordshire,Bisoprolol,Cardiovascular,82,4640.55,22,157,1.29,2024
East Staffordshire,Pregabalin,General Medicine,298,2101.09,29,97,1.7,2022
East Staffordshire,Paracetamol,General Medicine,345,3129.74,17,183,2.21,2023
Cannock Chase,Diazepam,Mental Health,195,1147.56,25,56,2.32,2024
Stoke-on-Trent,Citalopram,Mental Health,522,1340.68,28,53,2.35,2023
Newcastle-under-Lyme,Olanzapine,Mental Health,497,729.14,17,140,1.25,2023
Stoke-on-Trent,Pregabalin,General Medicine,309,764.62,11,116,2.25,2024
Newcastle-under-Lyme,Cetirizine,General Medicine,200,1499.49,11,163,2.32,2023
Cannock Chase,Morphine Sulfate,General Medicine,417,1760.33,25,157,1.31,2024
Newcastle-under-Lyme,Tramadol,General Medicine,386,3971.61,18,109,1.58,2023
East Staffordshire,Salbutamol,General Medicine,369,2493.5,25,55,1.7,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,314,4412.28,22,99,2.05,2023
East Staffordshire,Paracetamol,General Medicine,348,892.86,28,163,1.42,2023
East Staffordshire,Co-codamol,General Medicine,80,3851.38,17,69,1.58,2023
Cannock Chase,Tramadol,General Medicine,303,1550.13,11,60,2.06,2022
Newcastle-under-Lyme,Citalopram,Mental Health,169,,28,157,1.68,2024
East Staffordshire,Sertraline,Mental Health,553,3904.2,20,182,2.39,2023
Stafford and Surroundings,Azithromycin,Antibiotics,398,,16,51,2.09,2023
Stafford and Surroundings,Ibuprofen,General Medicine,105,751.47,19,186,1.99,2024
Stoke-on-Trent,Hydrocortisone,General Medicine,372,1639.92,21,132,2.43,2024
Cannock Chase,Diazepam,Mental Health,286,2352.68,23,132,2.1,2022
Stoke-on-Trent,Hydrocortisone,General Medicine,60,3835.73,14,48,1.9,2023
Newcastle-under-Lyme,Warfarin,Cardiovascular,417,2503.58,14,54,2.46,2023
Stafford and Surroundings,Fluoxetine,Mental Health,412,3194.23,24,202,1.4,2022
Stafford and Surroundings,Methotrexate,General Medicine,391,3263.31,27,90,2.02,2022
Stafford and Surroundings,Amoxicillin,Antibiotics,592,2911.28,27,195,2.35,2022
Stoke-on-Trent,Diazepam,Mental Health,473,4011.92,13,62,2.39,2022
East Staffordshire,Citalopram,Mental Health,506,4094.69,12,66,1.58,2022
East Staffordshire,Morphine Sulfate,General Medicine,137,4352.36,19,186,2.29,2022
East Staffordshire,Quetiapine,Mental Health,159,,25,213,2.26,2022
Newcastle-under-Lyme,Nitrofurantoin,Antibiotics,419,3629.57,26,48,1.42,2022
Stoke-on-Trent,Morphine Sulfate,General Medicine,404,702.34,14,110,2.34,2022
Cannock Chase,Clopidogrel,Cardiovascular,161,3156.66,23,136,1.42,2024
Stoke-on-Trent,Quetiapine,Mental Health,76,3021.42,19,110,1.52,2023
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,413,3369.73,13,148,2.02,2023
Cannock Chase,Atorvastatin,Cardiovascular,407,1642.27,13,82,2.37,2023
Stoke-on-Trent,Atorvastatin,Cardiovascular,145,2874.49,16,104,2.23,2022
East Staffordshire,Clopidogrel,Cardiovascular,175,3808.65,22,116,1.77,2022
East Staffordshire,Tramadol,General Medicine,408,1627.68,13,71,2.29,2023
Stafford and Surroundings,Quetiapine,Mental Health,424,122.65,22,135,1.22,2023
Stafford and Surroundings,Salbutamol,General Medicine,214,2660.47,22,127,2.05,2024
Newcastle-under-Lyme,Amlodipine,Cardiovascular,315,4914.79,18,152,2.26,2022
Cannock Chase,Amoxicillin,Antibiotics,485,3738.91,13,48,1.69,2023
Newcastle-under-Lyme,Ibuprofen,General Medicine,402,3785.19,20,51,1.38,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,121,3119.85,26,216,1.21,2024
Stafford and Surroundings,Diazepam,Mental Health,95,4481.06,14,144,2.23,2022
Newcastle-under-Lyme,Cetirizine,General Medicine,472,1172.03,13,172,2.0,2024
Stafford and Surroundings,Naproxen,General Medicine,71,3632.57,14,201,1.69,2023
Newcastle-under-Lyme,Citalopram,Mental Health,289,1482.35,13,88,1.65,2022
Cannock Chase,Methotrexate,General Medicine,487,587.7,11,171,1.82,2022
Cannock Chase,Cetirizine,General Medicine,178,1127.19,24,61,2.46,2022
Stafford and Surroundings,Salbutamol,General Medicine,388,4242.27,17,130,1.64,2023
Stafford and Surroundings,Ibuprofen,General Medicine,378,1739.02,11,217,1.46,2022
Cannock Chase,Furosemide,Cardiovascular,474,4985.67,11,183,2.19,2024
Stafford and Surroundings,Amoxicillin,Antibiotics,91,2115.45,29,110,1.81,2022
Cannock Chase,Morphine Sulfate,General Medicine,401,3474.15,18,73,1.43,2022
Stoke-on-Trent,Citalopram,Mental Health,588,4445.1,26,204,1.93,2024
East Staffordshire,Atorvastatin,Cardiovascular,598,,13,76,1.59,2022
